Código do Termo;Termo
60016868;TAXA POR UNIDADE DE CURATIVO MÉDIO DE OSTOMIAS, FECHADO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60016876;TAXA POR UNIDADE DE CURATIVO MÉDIO DE OSTOMIAS, FECHADO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60016884;TAXA POR UNIDADE DE CURATIVO MÉDIO DE OSTOMIAS, FECHADO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60016892;TAXA POR UNIDADE DE CURATIVO MÉDIO DE QUEIMADOS, ABERTO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60016906;TAXA POR UNIDADE DE CURATIVO MÉDIO DE QUEIMADOS, ABERTO, CONTAMINADO, NA UTI/SEMI-UTI
60016914;TAXA POR UNIDADE DE CURATIVO MÉDIO DE QUEIMADOS, ABERTO, CONTAMINADO, NO CENTRO CIRÚRGICO
60016922;TAXA POR UNIDADE DE CURATIVO MÉDIO DE QUEIMADOS, ABERTO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60016930;TAXA POR UNIDADE DE CURATIVO MÉDIO DE QUEIMADOS, ABERTO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60016949;TAXA POR UNIDADE DE CURATIVO MÉDIO DE QUEIMADOS, ABERTO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60016957;TAXA POR UNIDADE DE CURATIVO MÉDIO DE QUEIMADOS, FECHADO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60016965;TAXA POR UNIDADE DE CURATIVO MÉDIO DE QUEIMADOS, FECHADO, CONTAMINADO, NA UTI/SEMI-UTI
60016973;TAXA POR UNIDADE DE CURATIVO MÉDIO DE QUEIMADOS, FECHADO, CONTAMINADO, NO CENTRO CIRÚRGICO
60016981;TAXA POR UNIDADE DE CURATIVO MÉDIO DE QUEIMADOS, FECHADO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60016990;TAXA POR UNIDADE DE CURATIVO MÉDIO DE QUEIMADOS, FECHADO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60017007;TAXA POR UNIDADE DE CURATIVO MÉDIO DE QUEIMADOS, FECHADO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60017015;TAXA POR UNIDADE DE CURATIVO MÉDIO GERAL, ABERTO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017023;TAXA POR UNIDADE DE CURATIVO MÉDIO GERAL, ABERTO, CONTAMINADO, NA UTI/SEMI-UTI
60017031;TAXA POR UNIDADE DE CURATIVO MÉDIO GERAL, ABERTO, CONTAMINADO, NO CENTRO CIRÚRGICO
60017040;TAXA POR UNIDADE DE CURATIVO MÉDIO GERAL, ABERTO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017058;TAXA POR UNIDADE DE CURATIVO MÉDIO GERAL, ABERTO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60017066;TAXA POR UNIDADE DE CURATIVO MÉDIO GERAL, ABERTO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60017074;TAXA POR UNIDADE DE CURATIVO MÉDIO GERAL, FECHADO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017082;TAXA POR UNIDADE DE CURATIVO MÉDIO GERAL, FECHADO, CONTAMINADO, NA UTI/SEMI-UTI
60017090;TAXA POR UNIDADE DE CURATIVO MÉDIO GERAL, FECHADO, CONTAMINADO, NO CENTRO CIRÚRGICO
60017104;TAXA POR UNIDADE DE CURATIVO MÉDIO GERAL, FECHADO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017112;TAXA POR UNIDADE DE CURATIVO MÉDIO GERAL, FECHADO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60017120;TAXA POR UNIDADE DE CURATIVO MÉDIO GERAL, FECHADO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60017139;TAXA POR UNIDADE DE CURATIVO MÉDIO NEONATAL, ABERTO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017147;TAXA POR UNIDADE DE CURATIVO MÉDIO NEONATAL, ABERTO, CONTAMINADO, NA UTI/SEMI-UTI
60017155;TAXA POR UNIDADE DE CURATIVO MÉDIO NEONATAL, ABERTO, CONTAMINADO, NO CENTRO CIRÚRGICO
60017163;TAXA POR UNIDADE DE CURATIVO MÉDIO NEONATAL, ABERTO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017171;TAXA POR UNIDADE DE CURATIVO MÉDIO NEONATAL, ABERTO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60017180;TAXA POR UNIDADE DE CURATIVO MÉDIO NEONATAL, ABERTO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60017198;TAXA POR UNIDADE DE CURATIVO MÉDIO NEONATAL, FECHADO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017201;TAXA POR UNIDADE DE CURATIVO MÉDIO NEONATAL, FECHADO, CONTAMINADO, NA UTI/SEMI-UTI
60017210;TAXA POR UNIDADE DE CURATIVO MÉDIO NEONATAL, FECHADO, CONTAMINADO, NO CENTRO CIRÚRGICO
60017228;TAXA POR UNIDADE DE CURATIVO MÉDIO NEONATAL, FECHADO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017236;TAXA POR UNIDADE DE CURATIVO MÉDIO NEONATAL, FECHADO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60017244;TAXA POR UNIDADE DE CURATIVO MÉDIO NEONATAL, FECHADO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60017252;TAXA POR UNIDADE DE CURATIVO MÉDIO ONCOLÓGICO, ABERTO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017260;TAXA POR UNIDADE DE CURATIVO MÉDIO ONCOLÓGICO, ABERTO, CONTAMINADO, NA UTI/SEMI-UTI
60017279;TAXA POR UNIDADE DE CURATIVO MÉDIO ONCOLÓGICO, ABERTO, CONTAMINADO, NO CENTRO CIRÚRGICO
60017287;TAXA POR UNIDADE DE CURATIVO MÉDIO ONCOLÓGICO, ABERTO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017295;TAXA POR UNIDADE DE CURATIVO MÉDIO ONCOLÓGICO, ABERTO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60017309;TAXA POR UNIDADE DE CURATIVO MÉDIO ONCOLÓGICO, ABERTO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60017317;TAXA POR UNIDADE DE CURATIVO MÉDIO ONCOLÓGICO, FECHADO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017325;TAXA POR UNIDADE DE CURATIVO MÉDIO ONCOLÓGICO, FECHADO, CONTAMINADO, NA UTI/SEMI-UTI
60017333;TAXA POR UNIDADE DE CURATIVO MÉDIO ONCOLÓGICO, FECHADO, CONTAMINADO, NO CENTRO CIRÚRGICO
60017341;TAXA POR UNIDADE DE CURATIVO MÉDIO ONCOLÓGICO, FECHADO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017350;TAXA POR UNIDADE DE CURATIVO MÉDIO ONCOLÓGICO, FECHADO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60017368;TAXA POR UNIDADE DE CURATIVO MÉDIO ONCOLÓGICO, FECHADO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60017376;TAXA POR UNIDADE DE CURATIVO MÉDIO PEDIÁTRICO, ABERTO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017384;TAXA POR UNIDADE DE CURATIVO MÉDIO PEDIÁTRICO, ABERTO, CONTAMINADO, NA UTI/SEMI-UTI
60017392;TAXA POR UNIDADE DE CURATIVO MÉDIO PEDIÁTRICO, ABERTO, CONTAMINADO, NO CENTRO CIRÚRGICO
60017406;TAXA POR UNIDADE DE CURATIVO MÉDIO PEDIÁTRICO, ABERTO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017414;TAXA POR UNIDADE DE CURATIVO MÉDIO PEDIÁTRICO, ABERTO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60017422;TAXA POR UNIDADE DE CURATIVO MÉDIO PEDIÁTRICO, ABERTO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60017430;TAXA POR UNIDADE DE CURATIVO MÉDIO PEDIÁTRICO, FECHADO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017449;TAXA POR UNIDADE DE CURATIVO MÉDIO PEDIÁTRICO, FECHADO, CONTAMINADO, NA UTI/SEMI-UTI
60017457;TAXA POR UNIDADE DE CURATIVO MÉDIO PEDIÁTRICO, FECHADO, CONTAMINADO, NO CENTRO CIRÚRGICO
60017465;TAXA POR UNIDADE DE CURATIVO MÉDIO PEDIÁTRICO, FECHADO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017473;TAXA POR UNIDADE DE CURATIVO MÉDIO PEDIÁTRICO, FECHADO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60017481;TAXA POR UNIDADE DE CURATIVO MÉDIO PEDIÁTRICO, FECHADO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60017490;TAXA POR UNIDADE DE CURATIVO OFTALMOLÓGICO, ABERTO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017503;TAXA POR UNIDADE DE CURATIVO OFTALMOLÓGICO, ABERTO, CONTAMINADO, NA UTI/SEMI-UTI
60017511;TAXA POR UNIDADE DE CURATIVO OFTALMOLÓGICO, ABERTO, CONTAMINADO, NO CENTRO CIRÚRGICO
60017520;TAXA POR UNIDADE DE CURATIVO OFTALMOLÓGICO, ABERTO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017538;TAXA POR UNIDADE DE CURATIVO OFTALMOLÓGICO, ABERTO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60017546;TAXA POR UNIDADE DE CURATIVO OFTALMOLÓGICO, ABERTO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60017554;TAXA POR UNIDADE DE CURATIVO OFTALMOLÓGICO, FECHADO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017562;TAXA POR UNIDADE DE CURATIVO OFTALMOLÓGICO, FECHADO, CONTAMINADO, NA UTI/SEMI-UTI
60017570;TAXA POR UNIDADE DE CURATIVO OFTALMOLÓGICO, FECHADO, CONTAMINADO, NO CENTRO CIRÚRGICO
60017589;TAXA POR UNIDADE DE CURATIVO OFTALMOLÓGICO, FECHADO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017597;TAXA POR UNIDADE DE CURATIVO OFTALMOLÓGICO, FECHADO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60017600;TAXA POR UNIDADE DE CURATIVO OFTALMOLÓGICO, FECHADO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60017619;TAXA POR UNIDADE DE CURATIVO PEQUENO DE CATETERES, ABERTO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017627;TAXA POR UNIDADE DE CURATIVO PEQUENO DE CATETERES, ABERTO, CONTAMINADO, NA UTI/SEMI-UTI
60017635;TAXA POR UNIDADE DE CURATIVO PEQUENO DE CATETERES, ABERTO, CONTAMINADO, NO CENTRO CIRÚRGICO
60017643;TAXA POR UNIDADE DE CURATIVO PEQUENO DE CATETERES, ABERTO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017651;TAXA POR UNIDADE DE CURATIVO PEQUENO DE CATETERES, ABERTO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60017660;TAXA POR UNIDADE DE CURATIVO PEQUENO DE CATETERES, ABERTO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60017678;TAXA POR UNIDADE DE CURATIVO PEQUENO DE CATETERES, FECHADO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017686;TAXA POR UNIDADE DE CURATIVO PEQUENO DE CATETERES, FECHADO, CONTAMINADO, NA UTI/SEMI-UTI
60017694;TAXA POR UNIDADE DE CURATIVO PEQUENO DE CATETERES, FECHADO, CONTAMINADO, NO CENTRO CIRÚRGICO
60017708;TAXA POR UNIDADE DE CURATIVO PEQUENO DE CATETERES, FECHADO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017716;TAXA POR UNIDADE DE CURATIVO PEQUENO DE CATETERES, FECHADO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60017724;TAXA POR UNIDADE DE CURATIVO PEQUENO DE CATETERES, FECHADO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60017732;TAXA POR UNIDADE DE CURATIVO PEQUENO DE DRENOS, ABERTO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017740;TAXA POR UNIDADE DE CURATIVO PEQUENO DE DRENOS, ABERTO, CONTAMINADO, NA UTI/SEMI-UTI
60017759;TAXA POR UNIDADE DE CURATIVO PEQUENO DE DRENOS, ABERTO, CONTAMINADO, NO CENTRO CIRÚRGICO
60017767;TAXA POR UNIDADE DE CURATIVO PEQUENO DE DRENOS, ABERTO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017775;TAXA POR UNIDADE DE CURATIVO PEQUENO DE DRENOS, ABERTO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60017783;TAXA POR UNIDADE DE CURATIVO PEQUENO DE DRENOS, ABERTO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60017791;TAXA POR UNIDADE DE CURATIVO PEQUENO DE DRENOS, FECHADO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017805;TAXA POR UNIDADE DE CURATIVO PEQUENO DE DRENOS, FECHADO, CONTAMINADO, NA UTI/SEMI-UTI
60017813;TAXA POR UNIDADE DE CURATIVO PEQUENO DE DRENOS, FECHADO, CONTAMINADO, NO CENTRO CIRÚRGICO
60017821;TAXA POR UNIDADE DE CURATIVO PEQUENO DE DRENOS, FECHADO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017830;TAXA POR UNIDADE DE CURATIVO PEQUENO DE DRENOS, FECHADO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60017848;TAXA POR UNIDADE DE CURATIVO PEQUENO DE DRENOS, FECHADO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60017856;TAXA POR UNIDADE DE CURATIVO PEQUENO DE OSTOMIAS, ABERTO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017864;TAXA POR UNIDADE DE CURATIVO PEQUENO DE OSTOMIAS, ABERTO, CONTAMINADO, NA UTI/SEMI-UTI
60017872;TAXA POR UNIDADE DE CURATIVO PEQUENO DE OSTOMIAS, ABERTO, CONTAMINADO, NO CENTRO CIRÚRGICO
60017880;TAXA POR UNIDADE DE CURATIVO PEQUENO DE OSTOMIAS, ABERTO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017899;TAXA POR UNIDADE DE CURATIVO PEQUENO DE OSTOMIAS, ABERTO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60017902;TAXA POR UNIDADE DE CURATIVO PEQUENO DE OSTOMIAS, ABERTO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60017910;TAXA POR UNIDADE DE CURATIVO PEQUENO DE OSTOMIAS, FECHADO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017929;TAXA POR UNIDADE DE CURATIVO PEQUENO DE OSTOMIAS, FECHADO, CONTAMINADO, NA UTI/SEMI-UTI
60017937;TAXA POR UNIDADE DE CURATIVO PEQUENO DE OSTOMIAS, FECHADO, CONTAMINADO, NO CENTRO CIRÚRGICO
60017945;TAXA POR UNIDADE DE CURATIVO PEQUENO DE OSTOMIAS, FECHADO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017953;TAXA POR UNIDADE DE CURATIVO PEQUENO DE OSTOMIAS, FECHADO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60017961;TAXA POR UNIDADE DE CURATIVO PEQUENO DE OSTOMIAS, FECHADO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60017970;TAXA POR UNIDADE DE CURATIVO PEQUENO DE QUEIMADOS, ABERTO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60017988;TAXA POR UNIDADE DE CURATIVO PEQUENO DE QUEIMADOS, ABERTO, CONTAMINADO, NA UTI/SEMI-UTI
60017996;TAXA POR UNIDADE DE CURATIVO PEQUENO DE QUEIMADOS, ABERTO, CONTAMINADO, NO CENTRO CIRÚRGICO
60018003;TAXA POR UNIDADE DE CURATIVO PEQUENO DE QUEIMADOS, ABERTO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60018011;TAXA POR UNIDADE DE CURATIVO PEQUENO DE QUEIMADOS, ABERTO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60018020;TAXA POR UNIDADE DE CURATIVO PEQUENO DE QUEIMADOS, ABERTO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60018038;TAXA POR UNIDADE DE CURATIVO PEQUENO DE QUEIMADOS, FECHADO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60018046;TAXA POR UNIDADE DE CURATIVO PEQUENO DE QUEIMADOS, FECHADO, CONTAMINADO, NA UTI/SEMI-UTI
60018054;TAXA POR UNIDADE DE CURATIVO PEQUENO DE QUEIMADOS, FECHADO, CONTAMINADO, NO CENTRO CIRÚRGICO
60018062;TAXA POR UNIDADE DE CURATIVO PEQUENO DE QUEIMADOS, FECHADO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60018070;TAXA POR UNIDADE DE CURATIVO PEQUENO DE QUEIMADOS, FECHADO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60018089;TAXA POR UNIDADE DE CURATIVO PEQUENO DE QUEIMADOS, FECHADO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60018097;TAXA POR UNIDADE DE CURATIVO PEQUENO GERAL, ABERTO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60018100;TAXA POR UNIDADE DE CURATIVO PEQUENO GERAL, ABERTO, CONTAMINADO, NA UTI/SEMI-UTI
60018119;TAXA POR UNIDADE DE CURATIVO PEQUENO GERAL, ABERTO, CONTAMINADO, NO CENTRO CIRÚRGICO
60018127;TAXA POR UNIDADE DE CURATIVO PEQUENO GERAL, ABERTO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60018135;TAXA POR UNIDADE DE CURATIVO PEQUENO GERAL, ABERTO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60018143;TAXA POR UNIDADE DE CURATIVO PEQUENO GERAL, ABERTO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60018151;TAXA POR UNIDADE DE CURATIVO PEQUENO GERAL, FECHADO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60018160;TAXA POR UNIDADE DE CURATIVO PEQUENO GERAL, FECHADO, CONTAMINADO, NA UTI/SEMI-UTI
60018178;TAXA POR UNIDADE DE CURATIVO PEQUENO GERAL, FECHADO, CONTAMINADO, NO CENTRO CIRÚRGICO
60018186;TAXA POR UNIDADE DE CURATIVO PEQUENO GERAL, FECHADO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60018194;TAXA POR UNIDADE DE CURATIVO PEQUENO GERAL, FECHADO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60018208;TAXA POR UNIDADE DE CURATIVO PEQUENO GERAL, FECHADO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60018216;TAXA POR UNIDADE DE CURATIVO PEQUENO NEONATAL, ABERTO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60018224;TAXA POR UNIDADE DE CURATIVO PEQUENO NEONATAL, ABERTO, CONTAMINADO, NA UTI/SEMI-UTI
60018232;TAXA POR UNIDADE DE CURATIVO PEQUENO NEONATAL, ABERTO, CONTAMINADO, NO CENTRO CIRÚRGICO
60018240;TAXA POR UNIDADE DE CURATIVO PEQUENO NEONATAL, ABERTO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60018259;TAXA POR UNIDADE DE CURATIVO PEQUENO NEONATAL, ABERTO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60018267;TAXA POR UNIDADE DE CURATIVO PEQUENO NEONATAL, ABERTO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60018275;TAXA POR UNIDADE DE CURATIVO PEQUENO NEONATAL, FECHADO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60018283;TAXA POR UNIDADE DE CURATIVO PEQUENO NEONATAL, FECHADO, CONTAMINADO, NA UTI/SEMI-UTI
60018291;TAXA POR UNIDADE DE CURATIVO PEQUENO NEONATAL, FECHADO, CONTAMINADO, NO CENTRO CIRÚRGICO
60018305;TAXA POR UNIDADE DE CURATIVO PEQUENO NEONATAL, FECHADO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60018313;TAXA POR UNIDADE DE CURATIVO PEQUENO NEONATAL, FECHADO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60018321;TAXA POR UNIDADE DE CURATIVO PEQUENO NEONATAL, FECHADO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60018330;TAXA POR UNIDADE DE CURATIVO PEQUENO ONCOLÓGICO, ABERTO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60018348;TAXA POR UNIDADE DE CURATIVO PEQUENO ONCOLÓGICO, ABERTO, CONTAMINADO, NA UTI/SEMI-UTI
60018356;TAXA POR UNIDADE DE CURATIVO PEQUENO ONCOLÓGICO, ABERTO, CONTAMINADO, NO CENTRO CIRÚRGICO
60018364;TAXA POR UNIDADE DE CURATIVO PEQUENO ONCOLÓGICO, ABERTO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60018372;TAXA POR UNIDADE DE CURATIVO PEQUENO ONCOLÓGICO, ABERTO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60018380;TAXA POR UNIDADE DE CURATIVO PEQUENO ONCOLÓGICO, ABERTO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60018399;TAXA POR UNIDADE DE CURATIVO PEQUENO ONCOLÓGICO, FECHADO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60018402;TAXA POR UNIDADE DE CURATIVO PEQUENO ONCOLÓGICO, FECHADO, CONTAMINADO, NA UTI/SEMI-UTI
60018410;TAXA POR UNIDADE DE CURATIVO PEQUENO ONCOLÓGICO, FECHADO, CONTAMINADO, NO CENTRO CIRÚRGICO
60018429;TAXA POR UNIDADE DE CURATIVO PEQUENO ONCOLÓGICO, FECHADO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60018437;TAXA POR UNIDADE DE CURATIVO PEQUENO ONCOLÓGICO, FECHADO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60018445;TAXA POR UNIDADE DE CURATIVO PEQUENO ONCOLÓGICO, FECHADO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60018453;TAXA POR UNIDADE DE CURATIVO PEQUENO PEDIÁTRICO, ABERTO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60018461;TAXA POR UNIDADE DE CURATIVO PEQUENO PEDIÁTRICO, ABERTO, CONTAMINADO, NA UTI/SEMI-UTI
60018470;TAXA POR UNIDADE DE CURATIVO PEQUENO PEDIÁTRICO, ABERTO, CONTAMINADO, NO CENTRO CIRÚRGICO
60018488;TAXA POR UNIDADE DE CURATIVO PEQUENO PEDIÁTRICO, ABERTO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60018496;TAXA POR UNIDADE DE CURATIVO PEQUENO PEDIÁTRICO, ABERTO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60018500;TAXA POR UNIDADE DE CURATIVO PEQUENO PEDIÁTRICO, ABERTO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60018518;TAXA POR UNIDADE DE CURATIVO PEQUENO PEDIÁTRICO, FECHADO, CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60018526;TAXA POR UNIDADE DE CURATIVO PEQUENO PEDIÁTRICO, FECHADO, CONTAMINADO, NA UTI/SEMI-UTI
60018534;TAXA POR UNIDADE DE CURATIVO PEQUENO PEDIÁTRICO, FECHADO, CONTAMINADO, NO CENTRO CIRÚRGICO
60018542;TAXA POR UNIDADE DE CURATIVO PEQUENO PEDIÁTRICO, FECHADO, NÃO CONTAMINADO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60018550;TAXA POR UNIDADE DE CURATIVO PEQUENO PEDIÁTRICO, FECHADO, NÃO CONTAMINADO, NA UTI/SEMI-UTI
60018569;TAXA POR UNIDADE DE CURATIVO PEQUENO PEDIÁTRICO, FECHADO, NÃO CONTAMINADO, NO CENTRO CIRÚRGICO
60018577;TAXA DE DESINFECÇÃO DA UNIDADE DE INTERNAÇÃO, POR USO
60018585;TAXA DE DESINFECÇÃO/ESTERELIZAÇÃO DE EQUIPAMENTO, POR USO
60018593;TAXA DE DESINFECÇÃO/ESTERELIZAÇÃO DE INSTRUMENTAL CIRÚRGICO, POR USO
60018607;TAXA DE PERMEABILIZAÇÃO DE CATÉTER DE LONGA PERMANÊNCIA, POR USO
60018615;TAXA DE PREPARO DE ALIMENTAÇÃO PARA RECÉM-NASCIDO, POR USO
60018623;TAXA DE PREPARO DE QUIMIOTERÁPICOS, POR USO
60018631;TAXA DE REMOÇÃO AÉREA, POR USO
60018640;REMOÇÃO EM AMBULÂNCIA NEONATAL, COM MÉDICO E ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, INTERMUNICIPAL, ESPERA / HORA PARADA
60018658;REMOÇÃO EM AMBULÂNCIA NEONATAL, COM MÉDICO E ENFERMAGEM, PARA ATENDIMENTO DE URGÊNCIA E TRANSFERÊNCIA, INTERMUNICIPAL, POR HORA
