Código;Descricao;;;;;;
90125347;BONAR;;;;;;
90125428;BUSONID;;;;;;
90125444;BUSONID;;;;;;
90125568;BUSONID;;;;;;
90125487;BUSONID;;;;;;
90125495;BUSONID;;;;;;
90125533;BUSONID;;;;;;
90125541;BUSONID;;;;;;
90125509;BUSONID;;;;;;
90125584;BUSONID;;;;;;
90125460;BUSONID;;;;;;
90125479;BUSONID;;;;;;
90125525;BUSONID;;;;;;
90125517;BUSONID;;;;;;
90125576;BUSONID;;;;;;
90125592;BUSONID;;;;;;
90125649;CAPTOPRIL;;;;;;
90125665;CARBAMAZEPINA;;;;;;
90125843;CLORIDRATO DE AMIODARONA;;;;;;
90229703;CLORIDRATO DE AMIODARONA;;;;;;
90229711;CLORIDRATO DE AMIODARONA;;;;;;
90229720;CLORIDRATO DE AMIODARONA;;;;;;
90125932;CLORIDRATO DE DORZOLAMIDA;;;;;;
90125940;CLORIDRATO DE FLUOXETINA;;;;;;
90125975;CLORIDRATO DE METFORMINA;;;;;;
90125991;CLORIDRATO DE METFORMINA;;;;;;
90125959;CLORIDRATO DE METFORMINA;;;;;;
90125983;CLORIDRATO DE METFORMINA;;;;;;
90126009;CLORIDRATO DE METFORMINA;;;;;;
90126076;CLORIDRATO DE SERTRALINA;;;;;;
90126068;CLORIDRATO DE SERTRALINA;;;;;;
90126050;CLORIDRATO DE SERTRALINA;;;;;;
90126106;CLORIDRATO DE SOTALOL;;;;;;
90126114;CLORIDRATO DE SOTALOL;;;;;;
90126122;CLORIDRATO DE TICLOPIDINA;;;;;;
90126220;CORDAREX;;;;;;
90126254;CORDAREX;;;;;;
90126211;CORDAREX;;;;;;
90126238;CORDAREX;;;;;;
90126262;CORDAREX;;;;;;
90126246;CORDAREX;;;;;;
90126270;CORDAREX;;;;;;
90126289;CORUS;;;;;;
90126297;CORUS;;;;;;
90126360;DEPRILAN;;;;;;
90126408;DICLOFENACO DIETILAMÔNIO;;;;;;
90126416;DICLOFENACO POTÁSSICO;;;;;;
90126424;DICLOFENACO RESINATO;;;;;;
90126467;DISGREN;;;;;;
90126475;EUPRESSIN;;;;;;
90126491;EUPRESSIN;;;;;;
90126505;EUPRESSIN;;;;;;
90126513;EUPRESSIN;;;;;;
90126483;EUPRESSIN;;;;;;
90126521;EUPRESSIN;;;;;;
90126564;BIOEZULEN;;;;;;
90126572;BIOEZULEN;;;;;;
90126580;FILGRASTIM;;;;;;
90126688;FLUTICAPS;;;;;;
90126670;FLUTICAPS;;;;;;
90126653;FLUTICAPS;;;;;;
90126661;FLUTICAPS;;;;;;
90126734;FORMOCAPS;;;;;;
90126742;FORMOCAPS;;;;;;
90126718;FORMOCAPS;;;;;;
90126726;FORMOCAPS;;;;;;
90126840;FUROSEMIDA;;;;;;
90126858;GABAPENTINA;;;;;;
90126866;GENFIBROZILA;;;;;;
90126874;GLIBENCLAMIDA;;;;;;
90339703;HEMAX ERITRON;;;;;;
90126980;ALFAINTERFERONA 2B (RECOMBINANTE);;;;;;
90126998;ALFAINTERFERONA 2B (RECOMBINANTE);;;;;;
90127005;ALFAINTERFERONA 2B (RECOMBINANTE);;;;;;
90127021;IONIL T;;;;;;
90127064;LISINOPRIL;;;;;;
90127102;LORATADINA;;;;;;
90127110;LORATADINA;;;;;;
90127129;LOSARTANA POTÁSSICA;;;;;;
90127137;LOSARTANA POTÁSSICA;;;;;;
90127145;LOSARTANA POTÁSSICA;;;;;;
90127153;LOTAR;;;;;;
90127200;LOTAR;;;;;;
90127188;LOTAR;;;;;;
90127170;LOTAR;;;;;;
90127161;LOTAR;;;;;;
90127196;LOTAR;;;;;;
90127234;MALEATO DE ENALAPRIL;;;;;;
90127242;MALEATO DE ENALAPRIL;;;;;;
90127250;MALEATO DE ENALAPRIL;;;;;;
90127218;MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA;;;;;;
90127226;MALEATO DE ENALAPRIL + HIDROCLOROTIAZIDA;;;;;;
90127277;MALEATO DE TIMOLOL;;;;;;
90127269;MALEATO DE TIMOLOL;;;;;;
90127366;METILDOPA;;;;;;
90127374;METILDOPA;;;;;;
90127382;MICETAL;;;;;;
90127390;MICETAL;;;;;;
90127404;MICETAL;;;;;;
90127412;MIODARON;;;;;;
90127480;NIFELAT;;;;;;
90127498;NIFELAT;;;;;;
90127536;NITRENCORD;;;;;;
90127544;NITRENDIPINO;;;;;;
90127552;NITRENDIPINO;;;;;;
90287185;NOOTRON;;;;;;
90127579;NOOTRON;;;;;;
90127587;NORFLOXACINO;;;;;;
90127595;NORFLOXACINO;;;;;;
90127609;OMEPRAZOL;;;;;;
90127617;OMEPRAZOL;;;;;;
90127625;OMEPRAZOL;;;;;;
90127633;OMEPRAZOL;;;;;;
90127706;OXCORD RETARD;;;;;;
90127714;OXCORD RETARD;;;;;;
90127730;OXIGEN;;;;;;
90127749;OXIGEN;;;;;;
90127757;OXIGEN;;;;;;
90127781;PREVAX;;;;;;
90127889;PROSTAVASIN;;;;;;
90229738;ALPRAZOLAM;;;;;;
90229746;ALPRAZOLAM;;;;;;
90229754;ALPRAZOLAM;;;;;;
90229789;ROSUVASTATINA CALCICA;;;;;;
90229797;ROSUVASTATINA CALCICA;;;;;;
90229800;CLORIDRATO DE RANITIDINA;;;;;;
90229819;CLORIDRATO DE RANITIDINA;;;;;;
90229827;ANGIPRESS CD;;;;;;
90229835;ANGIPRESS CD;;;;;;
90229843;ANGIPRESS CD;;;;;;
90229851;ANGIPRESS;;;;;;
90229860;ANGIPRESS;;;;;;
90229878;ANGIPRESS;;;;;;
90229886;PANTOPRAZOL;;;;;;
90229894;PANTOPRAZOL;;;;;;
90229908;PANTOPRAZOL;;;;;;
90229916;PANTOPRAZOL;;;;;;
90229924;PANTOPRAZOL;;;;;;
90229932;PANTOPRAZOL;;;;;;
90229940;RISEDRONATO SÓDICO;;;;;;
90312740;MONTELUCASTE DE SODIO;;;;;;
90312759;MONTELUCASTE DE SODIO;;;;;;
90229983;IBANDRONATO DE SODIO;;;;;;
90230043;CORUS;;;;;;
90230051;CORUS;;;;;;
90230060;DICLORIDRATO DE PRAMIPEXOL;;;;;;
90230078;DICLORIDRATO DE PRAMIPEXOL;;;;;;
90230086;DICLORIDRATO DE PRAMIPEXOL;;;;;;
90230094;HEMITARTARATO DE RIVASTIGMINA;;;;;;
90230108;HEMITARTARATO DE RIVASTIGMINA;;;;;;
90230116;HEMITARTARATO DE RIVASTIGMINA;;;;;;
90230124;HEMITARTARATO DE RIVASTIGMINA;;;;;;
90230132;HEMITARTARATO DE RIVASTIGMINA;;;;;;
90370163;VALSARTANA;;;;;;
90370082;VALSARTANA;;;;;;
90370120;VALSARTANA;;;;;;
90268458;SIMETICONA;;;;;;
90268431;OXALATO DE ESCITALOPRAM;;;;;;
90268415;OXALATO DE ESCITALOPRAM;;;;;;
90268423;OXALATO DE ESCITALOPRAM;;;;;;
90268440;LEFLUNOMIDA;;;;;;
90268504;OLANZAPINA;;;;;;
90268512;OLANZAPINA;;;;;;
90268520;OLANZAPINA;;;;;;
90127960;RUPAFIN;;;;;;
90127978;RUPAFIN;;;;;;
90128028;SINERGEN;;;;;;
90128060;SINERGEN;;;;;;
90128036;SINERGEN;;;;;;
90128010;SINERGEN;;;;;;
90128044;SINERGEN;;;;;;
90128052;SINERGEN;;;;;;
90128133;TARTARATO DE METOPROLOL;;;;;;
90268598;CLORIDRATO DE TRAMADOL + PARACETAMOL;;;;;;
90268601;CLORIDRATO DE TRAMADOL + PARACETAMOL;;;;;;
90268270;CORUS;;;;;;
90268261;CORUS;;;;;;
90268571;CLORIDRATO DE DONEPEZILA;;;;;;
90268580;CLORIDRATO DE DONEPEZILA;;;;;;
90268466;ARIPIPRAZOL;;;;;;
90268474;ARIPIPRAZOL;;;;;;
90268482;ARIPIPRAZOL;;;;;;
90268490;ARIPIPRAZOL;;;;;;
90268610;LEVODOPA+CLORIDRATO DE BENSERAZIDA;;;;;;
90268628;CIPROFIBRATO;;;;;;
90268636;LEVOFLOXACINO;;;;;;
90268644;LEVOFLOXACINO;;;;;;
90287266;ALENDRONATO DE SODIO;;;;;;
90287240;DROPROPIZINA;;;;;;
90287258;DROPROPIZINA;;;;;;
90287193;ZIPTUSS;;;;;;
90287207;ZIPTUSS;;;;;;
90287215;ZIPTUSS;;;;;;
90287223;ZIPTUSS;;;;;;
90287231;ZIPTUSS;;;;;;
90287274;DESLORATADINA;;;;;;
90294491;PREDNISOLONA;;;;;;
90294505;PREDNISOLONA;;;;;;
90294521;PREGABALINA;;;;;;
90128184;TOLREST;;;;;;
90361717;TOLREST;;;;;;
90361709;TOLREST;;;;;;
90361750;TOLREST;;;;;;
90128192;TOLREST;;;;;;
90128249;TOLREST;;;;;;
90128214;TOLREST;;;;;;
90128257;TOLREST;;;;;;
90128265;TOLREST;;;;;;
90128338;VASOGARD;;;;;;
90128346;VASOGARD;;;;;;
90128362;VASOGARD;;;;;;
90128370;VASOGARD;;;;;;
90128354;VASOGARD;;;;;;
90128389;VASOGARD;;;;;;
90128397;ZARGUS;;;;;;
90128427;ZARGUS;;;;;;
90128443;ZARGUS;;;;;;
90128451;ZARGUS;;;;;;
90128435;ZARGUS;;;;;;
90128400;ZARGUS;;;;;;
90128419;ZARGUS;;;;;;
90230140;ZARGUS;;;;;;
90230159;ZARGUS;;;;;;
90230167;ZARGUS;;;;;;
90290704;DESLORATADINA;;;;;;
90288947;BIOMATROP;;;;;;
90290364;CLORIDRATO DE RANITIDINA;;;;;;
90312767;MAXAPRAN;;;;;;
90312775;AMOXICILINA + CLAVULANATO DE POTÁSSIO;;;;;;
90312783;AMOXICILINA + CLAVULANATO DE POTÁSSIO;;;;;;
90312791;ANGIPRESS CD;;;;;;
90312805;ANGIPRESS CD;;;;;;
90312813;ANGIPRESS CD;;;;;;
90312821;BIOMATROP;;;;;;
90312830;TADALAFILA;;;;;;
90312848;TADALAFILA;;;;;;
90312856;TADALAFILA;;;;;;
90312864;DUTASTERIDA;;;;;;
90312872;RACECADOTRILA;;;;;;
90312880;ISETIONATO DE HEXAMIDINA+CLORIDRATO DE TETRACAINA;;;;;;
90312899;ISETIONATO DE HEXAMIDINA+CLORIDRATO DE TETRACAINA;;;;;;
90312902;CLORIDRATO DE DULOXETINA;;;;;;
90312910;CLORIDRATO DE DULOXETINA;;;;;;
90312929;CLORIDRATO DE DULOXETINA;;;;;;
90312937;MONTELUCASTE DE SÓDIO;;;;;;
90312945;MONTELUCASTE DE SÓDIO;;;;;;
90312953;MONTELUCASTE DE SÓDIO;;;;;;
90312961;MONTELUCASTE DE SÓDIO;;;;;;
90339711;OXALATO DE ESCITALOPRAM;;;;;;
90339720;RISPERIDONA;;;;;;
90339738;RISPERIDONA;;;;;;
90339746;CANDESARTANA CILEXETILA;;;;;;
90339754;CANDESARTANA CILEXETILA;;;;;;
90339762;CITRATO DE SILDENAFILA;;;;;;
90339770;CITRATO DE SILDENAFILA;;;;;;
90339789;CITRATO DE SILDENAFILA;;;;;;
90339797;ACEBROFILINA;;;;;;
90339800;ACEBROFILINA;;;;;;
90351134;MINOXIDIL;;;;;;
90351142;CELECOXIBE;;;;;;
90351150;CELECOXIBE;;;;;;
90351169;CELECOXIBE;;;;;;
90351177;PREDNISONA;;;;;;
90351185;PREDNISONA;;;;;;
90351193;HEMAX ERITRON;;;;;;
90362594;DIENOGESTE;;;;;;
90367979;PANTOPRAZOL MAGNÉSICO DIIDRATADO;;;;;;
90368096;PANTOPRAZOL MAGNÉSICO DIIDRATADO;;;;;;
90361261;CLORIDRATO DE MEMANTINA;;;;;;
90361288;CLORIDRATO DE MEMANTINA;;;;;;
90366638;OLANEXYN;;;;;;
90366646;OLANEXYN;;;;;;
90366620;OLANEXYN;;;;;;
90358767;CORDAREX;;;;;;
90358813;CORDAREX;;;;;;
90371402;LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA;;;;;;
90371356;LOSARTANA POTÁSSICA + HIDROCLOROTIAZIDA;;;;;;
90128176;TOBRAMICINA;;;;;;
90127927;RAMIPRIL;;;;;;
90127919;RAMIPRIL;;;;;;
90127900;RAMIPRIL;;;;;;
90127897;RAMIPRIL;;;;;;
90126904;GLIMEPIRIDA;;;;;;
90126890;GLIMEPIRIDA;;;;;;
90126882;GLIMEPIRIDA;;;;;;
90126394;DERMOMAX;;;;;;
90126386;DERMOMAX;;;;;;
90125720;CARVEDILOL;;;;;;
90125746;CARVEDILOL;;;;;;
90125703;CARVEDILOL;;;;;;
90125711;CARVEDILOL;;;;;;
90125681;CARVEDILOL;;;;;;
90125690;CARVEDILOL;;;;;;
90125738;CARVEDILOL;;;;;;
90125754;CARVEDILOL;;;;;;
90124987;ATENOLOL + CLORTALIDONA;;;;;;
90124995;ATENOLOL + CLORTALIDONA;;;;;;
90127323;MELOXICAM;;;;;;
90127331;MELOXICAM;;;;;;
90268377;DIPIRONA SÓDICA;;;;;;
90268350;DIPIRONA SÓDICA;;;;;;
90268369;DIPIRONA SÓDICA;;;;;;
90124570;ACEBROFILINA;;;;;;
90124588;ACEBROFILINA;;;;;;
90125380;BROMAZEPAM;;;;;;
90125355;BROMAZEPAM;;;;;;
90125363;BROMAZEPAM;;;;;;
90125371;BROMAZEPAM;;;;;;
90126599;FINASTERIDA;;;;;;
90126602;FINASTERIDA;;;;;;
90126017;CLORIDRATO DE PAROXETINA;;;;;;
90126025;CLORIDRATO DE PAROXETINA;;;;;;
90127420;MONONITRATO DE ISOSSORBIDA;;;;;;
90127439;MONONITRATO DE ISOSSORBIDA;;;;;;
90127455;MONONITRATO DE ISOSSORBIDA;;;;;;
90127447;MONONITRATO DE ISOSSORBIDA;;;;;;
90268300;PARACETAMOL;;;;;;
90268393;PARACETAMOL;;;;;;
90268385;PARACETAMOL;;;;;;
90268334;CARBOCISTEÍNA;;;;;;
90268342;CARBOCISTEÍNA;;;;;;
90268318;CLORIDRATO DE AMBROXOL;;;;;;
90268326;CLORIDRATO DE AMBROXOL;;;;;;
90124618;ÁCIDO MEFENÂMICO;;;;;;
90124626;ADAPALENO;;;;;;
90126327;DALAP;;;;;;
90128311;TROMETAMINA DE CETOROLACO;;;;;;
90125401;BROMOPRIDA;;;;;;
90125410;BROMOPRIDA;;;;;;
90125800;CETOCONAZOL;;;;;;
90125789;CETOCONAZOL;;;;;;
90125797;CETOCONAZOL;;;;;;
90125894;CLORIDRATO DE CIPROFLOXACINO;;;;;;
90125908;CLORIDRATO DE CIPROFLOXACINO;;;;;;
90125398;BROMETO DE IPRATRÓPIO;;;;;;
90126343;DEPAXAN;;;;;;
90126351;DEPAXAN;;;;;;
90126335;DEPAXAN;;;;;;
90125762;CEFADROXILA;;;;;;
90125770;CEFADROXILA;;;;;;
90128087;SINVASTATINA;;;;;;
90128095;SINVASTATINA;;;;;;
90128109;SINVASTATINA;;;;;;
90128117;SINVASTATINA;;;;;;
90125819;CITALOPRAM;;;;;;
90125827;CITALOPRAM;;;;;;
90126815;FUMARATO DE CETOTIFENO;;;;;;
90127285;MAXAPRAN;;;;;;
90127293;MAXAPRAN;;;;;;
90127307;MAXAPRAN;;;;;;
90126084;CLORIDRATO DE SIBUTRAMINA MONOIDRATADO;;;;;;
90126092;CLORIDRATO DE SIBUTRAMINA MONOIDRATADO;;;;;;
90126831;FUROATO DE MOMETASONA;;;;;;
90126823;FUROATO DE MOMETASONA;;;;;;
90126157;CLORIDRATO DE VENLAFAXINA;;;;;;
90126149;CLORIDRATO DE VENLAFAXINA;;;;;;
90126130;CLORIDRATO DE VENLAFAXINA;;;;;;
90127315;MEBENDAZOL;;;;;;
90126971;IBUPROFENO;;;;;;
90230175;IBUPROFENO;;;;;;
90339827;NIMESULIDA;;;;;;
90351223;NIMESULIDA;;;;;;
90127994;SIMETICONA;;;;;;
90127986;SIMETICONA;;;;;;
90126173;CLORIDRATO DE VERAPAMIL;;;;;;
90126165;CLORIDRATO DE VERAPAMIL;;;;;;
90230183;CLORIDRATO DE VERAPAMIL;;;;;;
90128125;TARTARATO DE BRIMONIDINA;;;;;;
90127650;OXALATO DE ESCITALOPRAM;;;;;;
90127641;OXALATO DE ESCITALOPRAM;;;;;;
90125878;CLORIDRATO DE CICLOBENZAPRINA;;;;;;
90125860;CLORIDRATO DE CICLOBENZAPRINA;;;;;;
90125886;CLORIDRATO DE CICLOBENZAPRINA;;;;;;
90125851;CLORIDRATO DE CICLOBENZAPRINA;;;;;;
90128290;TOPIRAMATO;;;;;;
90128281;TOPIRAMATO;;;;;;
90128303;TOPIRAMATO;;;;;;
90124863;AMOXICILINA TRIIDRATADA;;;;;;
90124855;AMOXICILINA TRIIDRATADA;;;;;;
90125606;BUSONID CAPS;;;;;;
90125614;BUSONID CAPS;;;;;;
90125622;BUSONID CAPS;;;;;;
90127340;MESILATO DE CODERGOCRINA;;;;;;
90127358;MESILATO DE CODERGOCRINA;;;;;;
90127935;RISPERIDONA;;;;;;
90127943;RISPERIDONA;;;;;;
90127951;RISPERIDONA;;;;;;
90124847;AMOXICILINA TRIIDRATADA + CLAVULANATO DE POTÁSSIO;;;;;;
90124600;ACICLOVIR;;;;;;
90124596;ACICLOVIR;;;;;;
90126785;FOSFATO SÓDICO DE PREDNISOLONA;;;;;;
90126777;FOSFATO SÓDICO DE PREDNISOLONA;;;;;;
90124820;AMOXICILINA;;;;;;
90124790;AMOXICILINA;;;;;;
90124804;AMOXICILINA;;;;;;
90124812;AMOXICILINA;;;;;;
90128320;VALERATO DE BETAMETASONA + SULFATO DE GENTAMICINA + TOLNAFTATO + CLIOQUINOL;;;;;;
90230191;BISSULFATO DE CLOPIDOGREL;;;;;;
90230205;BISSULFATO DE CLOPIDOGREL;;;;;;
90230213;FUMARATO DE QUETIAPINA;;;;;;
90230221;FUMARATO DE QUETIAPINA;;;;;;
90230230;FUMARATO DE QUETIAPINA;;;;;;
90312970;MONTELUCASTE DE SÓDIO;;;;;;
90312988;MONTELUCASTE DE SÓDIO;;;;;;
90128540;DDAVP;;;;;;
90128524;DDAVP;;;;;;
90128532;DDAVP;;;;;;
90128559;DDAVP;;;;;;
90128621;DDAVP;;;;;;
90128567;DDAVP;;;;;;
90128648;GLYPRESSIN;;;;;;
90128656;GONAPEPTYL DEPOT;;;;;;
90128672;MENOGON;;;;;;
90230272;MENOPUR;;;;;;
90128710;PENTASA;;;;;;
90128753;PENTASA;;;;;;
90128737;PENTASA;;;;;;
90128699;PENTASA;;;;;;
90128745;PENTASA;;;;;;
90128770;TRACTOCILE;;;;;;
90128788;TRACTOCILE;;;;;;
90128761;PROPESS;;;;;;
90128664;GONAPEPTYL DAILY;;;;;;
90128478;BRAVELLE;;;;;;
90230280;FIRMAGON;;;;;;
90230299;FIRMAGON;;;;;;
90230302;PENTASA;;;;;;
90230310;PENTASA;;;;;;
90230337;PENTASA;;;;;;
90230345;PENTASA;;;;;;
90230353;EUFLEXXA;;;;;;
90230361;EUFLEXXA;;;;;;
90275772;PENTASA;;;;;;
90294459;PICOPREP;;;;;;
90312996;PENTASA;;;;;;
90313003;PENTASA;;;;;;
90313011;PENTASA;;;;;;
90339843;MENOPUR;;;;;;
90339851;MENOPUR;;;;;;
90351231;FIRMAGON;;;;;;
90351240;FIRMAGON;;;;;;
90091043;ALGI TANDERIL;;;;;;
90091051;ALGI TANDERIL;;;;;;
90091370;GINEC;;;;;;
90091019;AEROCORT S;;;;;;
90290682;DERMOTIL;;;;;;
90091299;DERMOTIL;;;;;;
90091361;FLUTICAN;;;;;;
90091710;SUPIROCIN;;;;;;
90288165;ADACNE;;;;;;
90091060;BECLORT;;;;;;
90091027;AEROGOLD;;;;;;
90091035;AEROGOLD;;;;;;
90313020;UNO CICLO;;;;;;
90091221;CLORIDRATO DE DOXORRUBICINA;;;;;;
90091230;CLORIDRATO DE DOXORRUBICINA;;;;;;
90091469;PACLITAXEL;;;;;;
90091442;PACLITAXEL;;;;;;
90091450;PACLITAXEL;;;;;;
90091426;OXALIPLATINA;;;;;;
90091434;OXALIPLATINA;;;;;;
90091329;ETOPOSÍDEO;;;;;;
90091078;CARBOPLATINA;;;;;;
90091086;CARBOPLATINA;;;;;;
90091302;DOCETAXEL;;;;;;
90091310;DOCETAXEL;;;;;;
90090993;ADACNE CLIN;;;;;;
90091000;ADACNE CLIN;;;;;;
90091680;SACIETTE;;;;;;
90091647;SACIETTE;;;;;;
90091256;CLORIDRATO DE IRINOTECANO;;;;;;
90091248;CLORIDRATO DE IRINOTECANO;;;;;;
90091183;CELAMINA;;;;;;
90091191;CELAMINA;;;;;;
90091752;UREATIV 20;;;;;;
90091523;POSPRAND;;;;;;
90091566;POSPRAND;;;;;;
90091574;POSPRAND;;;;;;
90091604;POSPRAND;;;;;;
90091612;POSPRAND;;;;;;
90091264;CLOTRIGEL;;;;;;
90091272;DERIVA MICRO;;;;;;
90230418;DERIVA C MICRO;;;;;;
90230442;HALOBEX;;;;;;
90230450;LYSTATE;;;;;;
90230469;LYSTATE;;;;;;
90267648;PEMEGLENN;;;;;;
90267656;PEMEGLENN;;;;;;
90267664;PEMETREXEDE;;;;;;
90267672;PEMETREXEDE;;;;;;
90267729;CEDUR;;;;;;
90267737;CEDUR;;;;;;
90267702;NEOTIGASON;;;;;;
90267699;NEOTIGASON;;;;;;
90267680;NEOTIGASON;;;;;;
90267710;NEOTIGASON;;;;;;
90287037;DERMOTIL FUSID;;;;;;
90313038;LEVOLUKAST;;;;;;
90313046;LEVOLUKAST;;;;;;
90339860;DIPROPIONATO DE BECLOMETASONA;;;;;;
90351258;VORICONAZOL;;;;;;
90361326;GLICEP XR;;;;;;
90129881;CLARILIB;;;;;;
90130006;LIBRATECAM;;;;;;
90130057;PIPERAZAM;;;;;;
90129989;LIBRACTAM;;;;;;
90129997;LIBRACTAM;;;;;;
90129938;DOXELIB;;;;;;
90129946;DOXELIB;;;;;;
90129962;LIBOXAL;;;;;;
90129970;LIBOXAL;;;;;;
90130022;LIFOS;;;;;;
90130049;LITREXATE;;;;;;
90129873;ANASTROL;;;;;;
90313054;PIPERAZAM;;;;;;
90313062;CLARILIB;;;;;;
90313070;ZOLIDINA;;;;;;
90313089;LIBRACTAN;;;;;;
90313097;LIBRACTAN;;;;;;
90371500;AURIS-SEDINA;;;;;;
90261763;LOMDOR;;;;;;
90130189;LOMFER;;;;;;
90130219;LOMFER;;;;;;
90130197;LOMFER;;;;;;
90130200;LOMFER;;;;;;
90130227;LOMICINA;;;;;;
90130235;METADEX;;;;;;
90130316;PÍLULAS DE-LUSSEN;;;;;;
90130324;PÍLULAS IMESCARD;;;;;;
90130332;POMADA IMESCARD;;;;;;
90130340;PROPRANOLOM;;;;;;
90130359;PROPRANOLOM;;;;;;
90261780;THYLOM;;;;;;
90230507;THYLOM;;;;;;
90230523;PARACETAMOL;;;;;;
90261836;CLORIDRATO DE PROPRANOLOL;;;;;;
90261810;CLORIDRATO DE PROPRANOLOL;;;;;;
90261828;CLORIDRATO DE PROPRANOLOL;;;;;;
90351266;CLORIDRATO DE AMBROXOL;;;;;;
90351274;CLORIDRATO DE AMBROXOL;;;;;;
90134524;CLINAGEL;;;;;;
90134575;DUOFILM;;;;;;
90134583;DUOFILM;;;;;;
90134591;HIDRAPEL;;;;;;
90134605;HIDRAPEL;;;;;;
90134613;ISOTREX;;;;;;
90134621;ISOTREX;;;;;;
90134630;ISOTREXIN;;;;;;
90134745;NEDAX;;;;;;
90134770;POLYTAR;;;;;;
90134800;POLYTAR;;;;;;
90134818;POLYTAR;;;;;;
90134826;SASTID;;;;;;
90134834;SASTID;;;;;;
90134842;SOLUGEL;;;;;;
90134850;SOLUGEL;;;;;;
90134893;STIEMYCIN;;;;;;
90134915;TARFLEX;;;;;;
90134923;VITANOL-A;;;;;;
90134931;VITANOL-A;;;;;;
90134940;VITANOL-A;;;;;;
90134958;VITANOL-A;;;;;;
90134966;VITANOL-A;;;;;;
90134974;VITANOL-A;;;;;;
90134982;WARTEC;;;;;;
90134540;CLINDOXYL;;;;;;
90134532;CLINDOXYL;;;;;;
90286901;TARFLEX;;;;;;
90213777;EFEXOR XR;;;;;;
90213807;EFEXOR XR;;;;;;
90213793;EFEXOR XR;;;;;;
90213785;EFEXOR XR;;;;;;
90231210;EFEXOR XR;;;;;;
90231228;EFEXOR XR;;;;;;
90231236;EFEXOR XR;;;;;;
90231244;EFEXOR XR;;;;;;
90231252;EFEXOR XR;;;;;;
90213904;ERANZ;;;;;;
90213912;ERANZ;;;;;;
90231260;ERANZ;;;;;;
90213920;EVANOR;;;;;;
90213939;EVANOR;;;;;;
90213971;HARMONET;;;;;;
90213980;LORAX;;;;;;
90213998;LORAX;;;;;;
90214021;MATERNA;;;;;;
90214030;MINESSE;;;;;;
90214048;MINULET;;;;;;
90214064;NORDETTE;;;;;;
90214072;NORDETTE;;;;;;
90214129;PREMARIN;;;;;;
90214110;PREMARIN;;;;;;
90214080;PREMARIN;;;;;;
90214196;RAPAMUNE;;;;;;
90214218;RAPAMUNE;;;;;;
90214200;RAPAMUNE;;;;;;
90214242;SORCAL;;;;;;
90214250;TAZOCIN;;;;;;
90214269;TAZOCIN;;;;;;
90214340;MENINGITEC;;;;;;
90272099;ADVIL;;;;;;
90272080;ADVIL;;;;;;
90272110;ADVIL;;;;;;
90272102;ADVIL;;;;;;
90213696;CALTRATE;;;;;;
90213688;CALTRATE;;;;;;
90213718;DIMETAPP;;;;;;
90213726;DIMETAPP;;;;;;
90214013;MAGNÉSIA BISURADA;;;;;;
90214005;MAGNÉSIA BISURADA;;;;;;
90214315;TOTELLE;;;;;;
90214307;TOTELLE;;;;;;
90214285;TOTELLE;;;;;;
90214293;TOTELLE;;;;;;
90214331;TYGACIL;;;;;;
90272137;DIMETAPP EXPECTORANTE;;;;;;
90214161;PRISTIQ;;;;;;
90214170;PRISTIQ;;;;;;
90214153;PRISTIQ;;;;;;
90231279;PRISTIQ;;;;;;
90231287;PRISTIQ;;;;;;
90231295;PRISTIQ;;;;;;
90231309;PRISTIQ;;;;;;
90231325;PRISTIQ;;;;;;
90214277;TORISEL;;;;;;
90213637;CALTRATE 600 + D;;;;;;
90213645;CALTRATE 600 + D;;;;;;
90213670;CALTRATE 600 + M;;;;;;
90213661;CALTRATE 600 + M;;;;;;
90231384;CITRATO DE SILDENAFILA;;;;;;
90231392;CITRATO DE SILDENAFILA;;;;;;
90231406;CITRATO DE SILDENAFILA;;;;;;
90231414;CITRATO DE SILDENAFILA;;;;;;
90231473;ATORVASTATINA CÁLCICA;;;;;;
90231520;ATORVASTATINA CÁLCICA;;;;;;
90231660;ZARATOR;;;;;;
90231678;ZARATOR;;;;;;
90231708;ZARATOR;;;;;;
90231724;ZARATOR;;;;;;
90231880;TANTRIX;;;;;;
90231902;TANTRIX;;;;;;
90231910;TANTRIX;;;;;;
90231929;TANTRIX;;;;;;
90231937;TANTRIX;;;;;;
90231970;CICLOXX;;;;;;
90231988;CICLOXX;;;;;;
90231996;CICLOXX;;;;;;
90232003;CLORIDRATO DE PAROXETINA;;;;;;
90232011;CLORIDRATO DE PAROXETINA;;;;;;
90232020;CLORIDRATO DE PAROXETINA;;;;;;
90232038;CLORIDRATO DE PAROXETINA;;;;;;
90232046;CLORIDRATO DE PAROXETINA;;;;;;
90232054;CLORIDRATO DE FLUOXETINA (PORT. 344/98 - LISTA C1);;;;;;
90232062;CLORIDRATO DE FLUOXETINA (PORT. 344/98 - LISTA C1);;;;;;
90232070;CLORIDRATO DE FLUOXETINA (PORT. 344/98 - LISTA C1);;;;;;
90232089;CLORIDRATO DE FLUOXETINA (PORT. 344/98 - LISTA C1);;;;;;
90232097;CLORIDRATO DE FLUOXETINA (PORT. 344/98 - LISTA C1);;;;;;
90232100;CLORIDRATO DE FLUOXETINA (PORT. 344/98 - LISTA C1);;;;;;
